,UID,cloudProdID,productID,shortID,colorNum,title,subtitle,category,type,currency,fullPrice,currentPrice,sale,TopColor,channel,short_description,rating,customizable,ExtendedSizing,inStock,ComingSoon,BestSeller,Excluded,GiftCard,Jersey,Launch,MemberExclusive,NBA,NFL,Sustainable,label,prebuildId,prod_url,color-ID,color-Description,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New,color-Label,color-Image-url
40,8c48735a-c504-57b0-bede-44dfcece99e798bb0f11-8119-53dd-bf9c-218b17101cec,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,10,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,98bb0f11-8119-53dd-bf9c-218b17101cec,Black/Green Abyss/Baltic Blue/Hyper Pink,130,90.97,True,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/41a4652a-8447-4d1d-8a58-8797769eb423/image.jpg"
41,8c48735a-c504-57b0-bede-44dfcece99e7cfa8277f-561b-5c05-bb23-572c66dbfc8a,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,11,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,cfa8277f-561b-5c05-bb23-572c66dbfc8a,Racer Blue/Black/Sundial/White,130,130.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/b2e0a374-faed-4e50-810e-c8ca9dd20ea8/image.jpg"
42,8c48735a-c504-57b0-bede-44dfcece99e7a5ec2d7c-85dd-546e-940b-380183386488,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,12,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,a5ec2d7c-85dd-546e-940b-380183386488,Black/Anthracite/Black,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/b4cecb72-bd36-4c8f-a3b0-1f9b2760d869/image.jpg"
43,8c48735a-c504-57b0-bede-44dfcece99e75a2e67f0-39d2-595c-8e52-a2835ed2a7d8,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,13,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,5a2e67f0-39d2-595c-8e52-a2835ed2a7d8,White/Black/Photon Dust/Wolf Grey,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/cb50d198-795a-44a2-aea7-43bbbfdf1034/image.jpg"
44,8c48735a-c504-57b0-bede-44dfcece99e75c145d08-b96a-5f92-bf12-96cd0592b530,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,14,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,5c145d08-b96a-5f92-bf12-96cd0592b530,Black/Iron Grey/White,130,130.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/ae209260-d1a2-41d1-bb9e-4ae639b914a6/image.jpg"
45,8c48735a-c504-57b0-bede-44dfcece99e73b07ef9b-625b-52c0-8188-813c9504487e,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,15,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,3b07ef9b-625b-52c0-8188-813c9504487e,Midnight Navy/Black/Racer Blue/Pure Platinum,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/5b016276-1864-41f4-8614-9688a2c9c091/image.jpg"
46,8c48735a-c504-57b0-bede-44dfcece99e73461920e-3e3e-50c9-8f27-1e541bac5881,8c48735a-c504-57b0-bede-44dfcece99e7,684da068-00f8-4d24-be57-7ca82203e6c1,7ca82203e6c1,16,Nike Pegasus 40,Men's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,White/Light Orewood Brown/Phantom/Obsidian,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-mens-road-running-shoes-mVJdmS/DV3853-100,3461920e-3e3e-50c9-8f27-1e541bac5881,Black/White/Bright Mandarin/Multi-Color,140,140.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/8351daf2-548f-4a40-8dff-18453452aed6/image.jpg"
47,c61bcbaa-2717-56c1-9a55-a9fc8924cdadc61bcbaa-2717-56c1-9a55-a9fc8924cdad,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,1,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,Black/White,130,130.0,False,True,True,False,False,BEST_SELLER,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/5f5c3dfe-1ce6-4a63-b681-9ffe770dbb27/image.jpg"
48,c61bcbaa-2717-56c1-9a55-a9fc8924cdad4c5a3ecf-159b-592f-942e-6267a780e7f9,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,2,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,4c5a3ecf-159b-592f-942e-6267a780e7f9,White/Pure Platinum/Metallic Silver,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/71d7d638-b77e-4e78-866f-6a6687b37c01/image.jpg"
49,c61bcbaa-2717-56c1-9a55-a9fc8924cdad518be20d-705d-53df-8f97-aed076166d7a,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,3,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,518be20d-705d-53df-8f97-aed076166d7a,White/Blue Tint/Laser Orange/Picante Red,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/77d852dd-48bf-427c-9a38-dc71229666e7/image.jpg"
50,c61bcbaa-2717-56c1-9a55-a9fc8924cdad209aa35c-88ca-586e-8677-6a2235377676,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,4,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,209aa35c-88ca-586e-8677-6a2235377676,Guava Ice/Amber Brown/Photon Dust/Vivid Purple,130,130.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/9a8245c8-c541-48d8-90eb-16d87591e3a8/image.jpg"
51,c61bcbaa-2717-56c1-9a55-a9fc8924cdadce2be97e-b700-5a70-9377-2cd05fd03d12,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,5,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,ce2be97e-b700-5a70-9377-2cd05fd03d12,Guava Ice/Amber Brown/Photon Dust/Vivid Purple,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/a951bc34-b8d8-4e06-9791-3c9889f55805/image.jpg"
52,c61bcbaa-2717-56c1-9a55-a9fc8924cdad54784725-3a34-597f-a409-9fa2f751a1ca,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,6,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,54784725-3a34-597f-a409-9fa2f751a1ca,Black/Iron Grey/White,130,130.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/29e7c6d7-af25-433e-a0ca-fe0ce720cdcd/image.jpg"
53,c61bcbaa-2717-56c1-9a55-a9fc8924cdad2dee3c7e-d849-54ee-ac01-42f5a228b66f,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,7,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,2dee3c7e-d849-54ee-ac01-42f5a228b66f,Black/Iron Grey/White,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/c7cb9718-41c1-4c79-b13c-ab85e4c1cf75/image.jpg"
54,c61bcbaa-2717-56c1-9a55-a9fc8924cdad0de2ebdf-1ab5-5dcc-a23e-fb7621038d03,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,8,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,0de2ebdf-1ab5-5dcc-a23e-fb7621038d03,White/Coconut Milk/Black,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/d41feaae-15f4-4b1e-bb72-34d96bdee9be/image.jpg"
55,c61bcbaa-2717-56c1-9a55-a9fc8924cdadc93d751e-f011-52a9-9739-660a7b2b5ebd,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,9,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,c93d751e-f011-52a9-9739-660a7b2b5ebd,Black/Anthracite/Black,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/92a6f069-4d73-49f1-ad52-83a16006f237/image.jpg"
56,c61bcbaa-2717-56c1-9a55-a9fc8924cdad29d262d1-7632-5bad-95f4-1c208c59357a,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,10,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,29d262d1-7632-5bad-95f4-1c208c59357a,Volt/Barely Volt/Bright Crimson/Volt,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/2d85a046-1457-42f0-a49d-9c2fb2f6e4cc/image.jpg"
57,c61bcbaa-2717-56c1-9a55-a9fc8924cdad9063410f-51d2-50b7-adfb-6e70c7756bea,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,11,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,9063410f-51d2-50b7-adfb-6e70c7756bea,Sea Glass/White/Burgundy Crush,130,130.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/a77d7611-3e4b-4389-aae1-9b7a90a87b1b/image.jpg"
58,c61bcbaa-2717-56c1-9a55-a9fc8924cdad5fa06669-e2d5-52cb-b5e2-9103cc001720,c61bcbaa-2717-56c1-9a55-a9fc8924cdad,6c0eba6c-5c09-4014-bbad-58874e697df0,58874e697df0,12,Nike Pegasus 40,Women's Road Running Shoes,running,FOOTWEAR,USD,130,130.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","A springy ride for any run, the Peg’s familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love, but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you’re logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it’s still the established road runner you can put your faith in, day after day, run after run.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/pegasus-40-womens-road-running-shoes-L80k6C/DV3854-004,5fa06669-e2d5-52cb-b5e2-9103cc001720,Pearl Pink/Pink Foam/Hemp/White,130,130.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e462698f-a806-4b9f-980b-cdd06c4c43b8/image.jpg"
59,15c49f00-eaf0-5862-83df-20d48f4dfd2515c49f00-eaf0-5862-83df-20d48f4dfd25,15c49f00-eaf0-5862-83df-20d48f4dfd25,b25aa255-3008-4199-b555-8734f0e74461,8734f0e74461,1,Nike Invincible 3,Women's Road Running Shoes,running,FOOTWEAR,USD,180,180.0,False,White/Racer Blue/Laser Orange/Hot Punch,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With maximum cushioning to support every mile, the Invincible 3 gives you Nike Running's highest level of comfort underfoot to help you stay on your feet today, tomorrow and beyond. Designed to help keep you on the run, it’s super supportive and bouncy, so that you can propel down your preferred path and come back for your next run feeling ready and reinvigorated.",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/invincible-3-womens-road-running-shoes-M4VNQK/FJ4496-100,15c49f00-eaf0-5862-83df-20d48f4dfd25,White/Racer Blue/Laser Orange/Hot Punch,180,180.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/2126036a-9348-4435-a193-c6d9093314fb/image.jpg"
60,15c49f00-eaf0-5862-83df-20d48f4dfd25b67a48b6-59d9-5af2-ba2b-683dbb3992e7,15c49f00-eaf0-5862-83df-20d48f4dfd25,b25aa255-3008-4199-b555-8734f0e74461,8734f0e74461,2,Nike Invincible 3,Women's Road Running Shoes,running,FOOTWEAR,USD,180,180.0,False,White/Racer Blue/Laser Orange/Hot Punch,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With maximum cushioning to support every mile, the Invincible 3 gives you Nike Running's highest level of comfort underfoot to help you stay on your feet today, tomorrow and beyond. Designed to help keep you on the run, it’s super supportive and bouncy, so that you can propel down your preferred path and come back for your next run feeling ready and reinvigorated.",0,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/invincible-3-womens-road-running-shoes-M4VNQK/FJ4496-100,b67a48b6-59d9-5af2-ba2b-683dbb3992e7,Sail/Sail/Blue Whisper/Medium Soft Pink,185,185.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/9a6baaf3-6374-4db4-8d1b-405223a16af1/image.jpg"
61,aaf169ae-a9fc-5eb3-9e73-79550529e2f8aaf169ae-a9fc-5eb3-9e73-79550529e2f8,aaf169ae-a9fc-5eb3-9e73-79550529e2f8,d76eb055-1d44-4e41-b269-015271b85139,015271b85139,1,Nike Invincible 3,Men's Road Running Shoes,running,FOOTWEAR,USD,180,180.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With maximum cushioning to support every mile, the Invincible 3 gives you our highest level of comfort underfoot to help you stay on your feet today, tomorrow and beyond. Designed to help keep you on the run, it’s super supportive and bouncy, so that you can propel down your preferred path and come back for your next run feeling ready and reinvigorated.",4.5,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/invincible-3-mens-road-running-shoes-4xHjXL/DR2615-002,aaf169ae-a9fc-5eb3-9e73-79550529e2f8,Black/White,180,180.0,False,True,True,False,False,BEST_SELLER,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/4c41bcec-f8e9-4eaf-913d-e5fef6438749/image.jpg"
62,aaf169ae-a9fc-5eb3-9e73-79550529e2f873cd9808-a0c1-5775-a4c3-3df1b59d0afa,aaf169ae-a9fc-5eb3-9e73-79550529e2f8,d76eb055-1d44-4e41-b269-015271b85139,015271b85139,2,Nike Invincible 3,Men's Road Running Shoes,running,FOOTWEAR,USD,180,180.0,False,Black/White,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With maximum cushioning to support every mile, the Invincible 3 gives you our highest level of comfort underfoot to help you stay on your feet today, tomorrow and beyond. Designed to help keep you on the run, it’s super supportive and bouncy, so that you can propel down your preferred path and come back for your next run feeling ready and reinvigorated.",4.5,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/invincible-3-mens-road-running-shoes-4xHjXL/DR2615-002,73cd9808-a0c1-5775-a4c3-3df1b59d0afa,Cool Grey/Pewter/Iron Grey/Black,190,190.0,False,False,True,True,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/9df0c7b0-b1cd-42ed-b8c5-caf108fa2fcc/image.jpg"
