,UID,cloudProdID,productID,shortID,colorNum,title,subtitle,category,type,currency,fullPrice,currentPrice,sale,TopColor,channel,short_description,rating,customizable,ExtendedSizing,inStock,ComingSoon,BestSeller,Excluded,GiftCard,Jersey,Launch,MemberExclusive,NBA,NFL,Sustainable,label,prebuildId,prod_url,color-ID,color-Description,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New,color-Label,color-Image-url
0,c4b3a45d-0b0a-59af-a814-b7c45fed7a27c4b3a45d-0b0a-59af-a814-b7c45fed7a27,c4b3a45d-0b0a-59af-a814-b7c45fed7a27,45861eb8-4be5-4b43-8a58-d8e4df460222,d8e4df460222,1,AJKO 1 Low,Men's Shoes,jordan,FOOTWEAR,USD,120,120.0,False,Black/Sail/Varsity Red,"['Nike Store Experiences', 'SNKRS']",,,False,False,False,True,False,False,False,False,True,False,False,False,False,SNKRS_COMING_SOON,,https://www.nike.com/launch/r/DX4981-006,c4b3a45d-0b0a-59af-a814-b7c45fed7a27,Black/Sail/Varsity Red,120,120.0,False,False,False,False,True,SNKRS_COMING_SOON,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d3dd4307-1540-46b8-8788-bef407c7a654/image.jpg"
1,8f3506cd-61e9-5f1d-8874-4092c1254a778f3506cd-61e9-5f1d-8874-4092c1254a77,8f3506cd-61e9-5f1d-8874-4092c1254a77,855d29eb-ab38-456b-81e4-279bad6184f8,279bad6184f8,1,Air Jordan 2 Retro,Women's Shoes,jordan,FOOTWEAR,USD,175,175.0,False,White/Metallic Red Bronze/Wolf Grey/Crystal Mint,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Celebrate the greatest streetball show on earth in the AJ2 ""Crystal Mint."" Repping sneaker history and NYC's best up-and-coming players, hometown colors and graphics bring the summer tournament to your feet. Premium leather showcases your inimitable game while Rose Gold eyelets and a marbled tongue logo pay homage to the iconic landmark that stands tall in New York Harbor. It's game time!",0,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/air-jordan-2-retro-womens-shoes-L5cGbz/FN6755-100,8f3506cd-61e9-5f1d-8874-4092c1254a77,White/Metallic Red Bronze/Wolf Grey/Crystal Mint,175,175.0,False,False,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7cb03dcc-fb01-483c-8615-e2371b848eee/image.jpg"
2,d72bb6d7-bf0b-54f9-81e9-a40f761af196d72bb6d7-bf0b-54f9-81e9-a40f761af196,d72bb6d7-bf0b-54f9-81e9-a40f761af196,cb99084d-b58c-4ec3-b865-3adb202b8f45,3adb202b8f45,1,Air Jordan 12 Retro,Men's Shoes,jordan,FOOTWEAR,USD,200,200.0,False,Black/Metallic Gold/Taxi/Field Purple,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","No need to call for a ride—MJ's game-winning look from '96 will get you where you need to go. This AJ12 is the return of Tinker Hatfield's celebrated design, the first to bring Zoom Air cushioning to Jordan's signature line. Premium materials give it a seasonal refresh, while the sunrise-inspired stitch lines on the upper hook back to the original. This is buzzer-beater style, perfected.",4.9,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/air-jordan-12-retro-mens-shoes-9rPt0x/CT8013-057,d72bb6d7-bf0b-54f9-81e9-a40f761af196,Black/Metallic Gold/Taxi/Field Purple,200,200.0,False,False,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/8b99d703-18ef-431a-8f21-eedb4ddc6a83/image.jpg"
3,d7a20061-8453-5da3-9a2e-1f4b92d4bbaed7a20061-8453-5da3-9a2e-1f4b92d4bbae,d7a20061-8453-5da3-9a2e-1f4b92d4bbae,b32542c6-b691-4a22-aed6-39143a662f3e,39143a662f3e,1,Air Jordan 12 Retro,Big Kids' Shoes,jordan,FOOTWEAR,USD,160,160.0,False,Black/Metallic Gold/Taxi/Field Purple,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","An all-time favorite among players and sneakerheads, the Air Jordan 12 Retro is made with encapsulated Air cushioning in the heel. The upper is a mix of genuine and synthetic leather and textile styled with distinct radial stitch lines.",4.8,False,False,False,False,False,False,False,False,False,False,False,False,False,SOLD_OUT,,https://www.nike.com/t/air-jordan-12-retro-big-kids-shoes-po24DP/153265-057,d7a20061-8453-5da3-9a2e-1f4b92d4bbae,Black/Metallic Gold/Taxi/Field Purple,160,160.0,False,False,False,False,True,SOLD_OUT,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/46d7f312-509f-40bc-b974-69c49f7a7f60/image.jpg"
4,d865b651-957b-56d1-a388-0ab59bff1b73d865b651-957b-56d1-a388-0ab59bff1b73,d865b651-957b-56d1-a388-0ab59bff1b73,761135c6-ec95-4806-ab41-e628ac7c24cd,e628ac7c24cd,1,Jordan 12 Retro,Little Kids' Shoes,jordan,FOOTWEAR,USD,100,100.0,False,Black/Metallic Gold/Taxi/Field Purple,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","The Jordan 12 Retro combines leather details, comfortable cushioning and a great fit. It's based on MJ's classic game shoe that he wore during his memorable '96-97 season.",4.9,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/jordan-12-retro-little-kids-shoes-TTFVKj/151186-057,d865b651-957b-56d1-a388-0ab59bff1b73,Black/Metallic Gold/Taxi/Field Purple,100,100.0,False,False,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/900426ee-46a6-4d82-9815-c01fa4570a29/image.jpg"
5,c3a284d2-7fed-5de8-a809-606bdb1c5363c3a284d2-7fed-5de8-a809-606bdb1c5363,c3a284d2-7fed-5de8-a809-606bdb1c5363,5ce4bf65-5c26-406b-8ae3-de86f6cd8388,de86f6cd8388,1,Jordan 12 Retro,Baby/Toddler Shoe,jordan,FOOTWEAR,USD,85,85.0,False,Black/Metallic Gold/Taxi/Field Purple,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","Get your little one the look of MJ's 12th signature shoe, one of the most artful. The Jordan 12 Retro is made with premium leather that's softly lined for comfort. A flexible rubber sole gives growing feet great traction and support for keeping pace on the playground.",4.8,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/jordan-12-retro-baby-toddler-shoe-De7GNw/850000-057,c3a284d2-7fed-5de8-a809-606bdb1c5363,Black/Metallic Gold/Taxi/Field Purple,85,85.0,False,False,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/6cf4b38a-b196-4e32-9e24-ec7533f44177/image.jpg"
6,89eb13a7-c6ba-576d-8b30-ec4c90fc635689eb13a7-c6ba-576d-8b30-ec4c90fc6356,89eb13a7-c6ba-576d-8b30-ec4c90fc6356,616d2802-b876-46f2-ab5c-603b43d110bd,603b43d110bd,1,"Air Jordan XXXVIII ""Fundamental""",Basketball Shoes,jordan,FOOTWEAR,USD,200,200.0,False,White/Siren Red/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Black, white and red. What is it about this color combination that hits so hard? Maybe it’s in our DNA—they’re the first three colors babies can see, after all. Maybe it’s the iconic connection to Jordan Brand heritage, as close to a bloodline as a colorway can get. Or maybe they just look really good together.",5,False,False,False,True,False,False,False,False,False,False,False,False,False,COMING_SOON,,https://www.nike.com/t/air-jordan-xxxviii-fundamental-basketball-shoes-7qLMW4/DZ3356-106,89eb13a7-c6ba-576d-8b30-ec4c90fc6356,White/Siren Red/Black,200,200.0,False,False,False,False,False,COMING_SOON,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c6ae15e4-1d4e-48da-94d9-760f25a36298/image.jpg"
7,385d618a-fe90-5597-99cc-b258add6b3ff385d618a-fe90-5597-99cc-b258add6b3ff,385d618a-fe90-5597-99cc-b258add6b3ff,fe5b0928-75cd-4335-af97-20bbf29e2087,20bbf29e2087,1,Air Jordan XXXVIII,Big Kids' Shoes,jordan,FOOTWEAR,USD,150,150.0,False,White/Siren Red/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Get grounded, stay grounded. The AJ XXXVIII is all about groundwork—we're talking about your running, your cutting, your turn-around jumpers—with low-to-the-court cushioning and a secure upper that helps support every move. So go ahead: hit 'em with that windshield-wiper fake and feel good about sinking a bucket for your team.",0,False,False,False,True,False,False,False,False,False,False,False,False,True,COMING_SOON,,https://www.nike.com/t/air-jordan-xxxviii-big-kids-shoes-X6kNvH/DZ3499-106,385d618a-fe90-5597-99cc-b258add6b3ff,White/Siren Red/Black,150,150.0,False,False,False,False,False,COMING_SOON,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/ef4d2fc7-bae5-41c3-a821-0c682651f460/image.jpg"
8,afcfa268-70e8-55a9-8be5-f38fbf1fe2b5afcfa268-70e8-55a9-8be5-f38fbf1fe2b5,afcfa268-70e8-55a9-8be5-f38fbf1fe2b5,74ed6355-f5e7-4005-a619-eb7544fb5646,eb7544fb5646,1,Jordan Stadium 90,Men's Shoes,jordan,FOOTWEAR,USD,140,140.0,False,Cacao Wow/Black/University Red/Sanddrift,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Comfort is king, but that doesn't mean you have to sacrifice style. Taking design inspiration from the AJ1 and AJ5, the Stadium 90 is ready for everyday wear. The upper is made of leather and airy woven, so you get both breathability and durability, and Nike Air cushioning in the sole keeps your every step light and cushioned.",5,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/jordan-stadium-90-mens-shoes-Pt04mv/DX4397-200,afcfa268-70e8-55a9-8be5-f38fbf1fe2b5,Cacao Wow/Black/University Red/Sanddrift,140,140.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/bdbfc393-1239-4fdc-a143-b0759c789c6a/image.jpg"
9,6419aadf-f719-5086-a7cf-5d53cd18855f6419aadf-f719-5086-a7cf-5d53cd18855f,6419aadf-f719-5086-a7cf-5d53cd18855f,0e6b9d8e-1d84-4f2a-9c1f-2e4b6a8d9028,2e4b6a8d9028,1,Air Jordan 1 Elevate Low,Women's Shoes,jordan,FOOTWEAR,USD,135,135.0,False,Golden Harvest/White/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colors adds visual interest.",4.7,False,False,True,False,True,False,False,False,False,False,False,False,False,BEST_SELLER,,https://www.nike.com/t/air-jordan-1-elevate-low-womens-shoes-x3Qq8C/DH7004-701,6419aadf-f719-5086-a7cf-5d53cd18855f,Golden Harvest/White/Black,135,135.0,False,True,True,False,False,BEST_SELLER,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/5acc983c-9da0-499c-8d80-09e59b909fdf/image.jpg"
10,2754c187-81c9-5aa1-9f2e-9e68d3864e812754c187-81c9-5aa1-9f2e-9e68d3864e81,2754c187-81c9-5aa1-9f2e-9e68d3864e81,fde76722-abb5-43a6-be0d-60230f1b97ff,60230f1b97ff,1,Air Jordan 1 Low OG,Women's Shoes,jordan,FOOTWEAR,USD,140,140.0,False,Black/Gym Red/Dark Powder Blue,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']",Step into greatness with the Air Jordan 1 Low OG. Updated color and texture gives the all-time favorite fresh identity while staying true to the original design.,4.9,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-jordan-1-low-og-womens-shoes-cdgt2t/CZ0775-046,2754c187-81c9-5aa1-9f2e-9e68d3864e81,Black/Gym Red/Dark Powder Blue,140,140.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/230e6f80-cfce-4997-aec1-6356c70a8bce/image.jpg"
11,2754c187-81c9-5aa1-9f2e-9e68d3864e8112040468-5bad-5ed3-99ce-b2245425c4b2,2754c187-81c9-5aa1-9f2e-9e68d3864e81,fde76722-abb5-43a6-be0d-60230f1b97ff,60230f1b97ff,2,Air Jordan 1 Low OG,Women's Shoes,jordan,FOOTWEAR,USD,140,140.0,False,Black/Gym Red/Dark Powder Blue,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']",Step into greatness with the Air Jordan 1 Low OG. Updated color and texture gives the all-time favorite fresh identity while staying true to the original design.,4.9,False,False,True,False,False,False,False,False,False,False,False,False,False,IN_STOCK,,https://www.nike.com/t/air-jordan-1-low-og-womens-shoes-cdgt2t/CZ0775-046,12040468-5bad-5ed3-99ce-b2245425c4b2,Black/Tech Grey/White/Muslin,140,140.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/24ea91f4-1dce-483a-bf68-27b25abc33dc/image.jpg"
12,f1326c52-8847-5d65-9a19-a8bd21346241f1326c52-8847-5d65-9a19-a8bd21346241,f1326c52-8847-5d65-9a19-a8bd21346241,aa910f50-1cdb-4ec4-bece-fdc8f00979e4,fdc8f00979e4,1,Air Jordan 2 Retro Low,Women's Shoes,jordan,FOOTWEAR,USD,150,150.0,False,White/Black/Muslin/Varsity Royal,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and a Nike Air-Sole unit underfoot, this throwback serves the ultimate combo of wearability and style.",3.9,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/air-jordan-2-retro-low-womens-shoes-cHpxKX/DX4401-104,f1326c52-8847-5d65-9a19-a8bd21346241,White/Black/Muslin/Varsity Royal,150,150.0,False,False,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/85cb50eb-804c-46e1-8542-a8396a5fa597/image.jpg"
13,f1326c52-8847-5d65-9a19-a8bd213462418c3038c8-ea14-549b-a0cf-a1997aef3de7,f1326c52-8847-5d65-9a19-a8bd21346241,aa910f50-1cdb-4ec4-bece-fdc8f00979e4,fdc8f00979e4,2,Air Jordan 2 Retro Low,Women's Shoes,jordan,FOOTWEAR,USD,150,150.0,False,White/Black/Muslin/Varsity Royal,"['Nike Store Experiences', 'Nike.com', 'SNKRS', 'NikeApp']","Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and a Nike Air-Sole unit underfoot, this throwback serves the ultimate combo of wearability and style.",3.9,False,False,True,False,False,False,False,False,False,False,False,False,False,JUST_IN,,https://www.nike.com/t/air-jordan-2-retro-low-womens-shoes-cHpxKX/DX4401-104,8c3038c8-ea14-549b-a0cf-a1997aef3de7,Summit White/Ice Blue/Iced Lilac/Varsity Red,150,150.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/fab79afb-4f38-496f-bfd6-2690a7dde751/image.jpg"
14,202d0acc-fa73-554b-a67b-0196bb0feb77202d0acc-fa73-554b-a67b-0196bb0feb77,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,1,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,202d0acc-fa73-554b-a67b-0196bb0feb77,White/Light Lemon Twist/Volt/Black,160,160.0,False,True,True,False,False,BEST_SELLER,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/e01eb9e0-ddc1-48bf-a516-bcbd40c78e39/image.jpg"
15,202d0acc-fa73-554b-a67b-0196bb0feb771adfc052-5bbe-59cd-b274-e3277abdd744,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,2,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,1adfc052-5bbe-59cd-b274-e3277abdd744,White/Platinum Tint/Light Crimson/Velvet Brown,160,160.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/8463e545-701f-496d-a794-3bf38910d604/image.jpg"
16,202d0acc-fa73-554b-a67b-0196bb0feb77a5b5ffdd-73e0-5d3d-b1e5-34f216928bdb,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,3,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,a5b5ffdd-73e0-5d3d-b1e5-34f216928bdb,College Navy/Black/Sail/Platinum Tint,160,160.0,False,True,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/da288469-9c3a-446b-9f9c-40c5e2caf6b8/image.jpg"
17,202d0acc-fa73-554b-a67b-0196bb0feb774c15156a-3978-573b-a013-828e03550a17,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,4,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,4c15156a-3978-573b-a013-828e03550a17,Black/Anthracite/Racer Blue/White,160,160.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/cefbf990-210b-4b75-abfa-13ef8a4ade16/image.jpg"
18,202d0acc-fa73-554b-a67b-0196bb0feb77bbcf7138-5330-50e6-a794-355ba7438a7b,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,5,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,bbcf7138-5330-50e6-a794-355ba7438a7b,White/Fuchsia Dream/Blue Lightning/Black,160,160.0,False,False,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/24a6df82-48b0-4707-9df8-394ec8b36bf9/image.jpg"
19,202d0acc-fa73-554b-a67b-0196bb0feb77365f06d0-9136-5b2d-ab1c-f0a647782253,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,6,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,365f06d0-9136-5b2d-ab1c-f0a647782253,Black/Dark Grey/White,160,160.0,False,True,True,False,True,JUST_IN,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/df6a994a-bc85-4637-94bf-3ae4af43a8fe/image.jpg"
20,202d0acc-fa73-554b-a67b-0196bb0feb77f3e4500c-59db-5b32-be8b-0bced934b53b,202d0acc-fa73-554b-a67b-0196bb0feb77,e0bc8f7c-d12f-4198-a6c0-fbf6bdcbbd49,fbf6bdcbbd49,7,Nike InfinityRN 4,Men's Road Running Shoes,running,FOOTWEAR,USD,160,160.0,False,White/Light Lemon Twist/Volt/Black,"['Nike Store Experiences', 'Nike.com', 'NikeApp']","With supportive cushioning built for a smooth run, the Nike InfinityRN 4 is a brand-new take on a familiar favorite. It’s made with our all-new Nike ReactX foam, which gives you 13% more energy return compared to Nike React foam, to help you stay fresh and bouncy. (What’s more? Nike ReactX reduces the carbon footprint of the midsole by at least 43% compared to Nike React foam, so it helps support the planet too.) We coupled the ReactX foam with Nike Running's best-fitting Flyknit yet, so you can take off anytime, anywhere with secure upper support and breathability. It’s the kind of shoe that can grant you that priceless peace of mind to go faster and farther thanks to an intuitive design that supports every stride.",4.4,False,False,True,False,True,False,False,False,False,False,False,False,True,BEST_SELLER,,https://www.nike.com/t/infinityrn-4-mens-road-running-shoes-4hKwJW/DR2665-101,f3e4500c-59db-5b32-be8b-0bced934b53b,Black/Anthracite/Black,160,160.0,False,True,True,False,False,IN_STOCK,"https://static.nike.com/a/images/c_limit,w_400,f_auto/t_product_v1/a751c7f3-b3af-46b5-8368-6cfb67174b7e/image.jpg"
